row,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bin_num,bin_cat,ord_num,ord_cat,dateTime,year,age,elapsed_days,month,hour,nominal_num,nominal_cat
19240,-122.66,38.47,20.0,2806,477.0,1369.0,460.0,4.75,190500.0,<1H OCEAN,0.0,No,3.0,Medium,2021-03-12 12:00:00,2008.0,42.0,193.0,9.0,0.0,2.0,Blue
19241,-122.69,38.51,18.0,3364,501.0,1442.0,506.0,6.6854,313000.0,<1H OCEAN,1.0,Yes,2.0,Low,2021-02-21 19:00:00,2009.0,33.0,206.0,5.0,2.0,2.0,Blue
19242,-122.64,38.48,19.0,3244,449.0,1174.0,454.0,5.8369,255700.0,<1H OCEAN,0.0,No,3.0,Medium,2022-11-29 08:00:00,2009.0,25.0,146.0,10.0,21.0,3.0,Green
19243,-122.65,38.47,24.0,2268,330.0,847.0,296.0,3.858,214400.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2016-11-22 11:00:00,2013.0,28.0,159.0,11.0,9.0,4.0,Red
19244,-122.6,38.48,17.0,1528,264.0,606.0,251.0,6.6004,341500.0,<1H OCEAN,0.0,No,1.0,Very Low,2020-06-16 05:00:00,2011.0,36.0,50.0,10.0,0.0,0.0,Violet
19245,-122.62,38.54,24.0,2409,464.0,1006.0,403.0,4.5167,265200.0,<1H OCEAN,1.0,Yes,5.0,Very High,2021-08-22 06:00:00,2011.0,43.0,14.0,7.0,15.0,3.0,Green
19246,-122.63,38.5,19.0,2107,332.0,874.0,341.0,5.7819,265600.0,<1H OCEAN,0.0,No,5.0,Very High,2022-12-07 09:00:00,2013.0,25.0,71.0,4.0,21.0,2.0,Blue
19247,-122.65,38.48,17.0,1090,164.0,473.0,163.0,5.5061,231800.0,<1H OCEAN,0.0,No,1.0,Very Low,2016-12-20 09:00:00,2018.0,16.0,199.0,7.0,13.0,0.0,Violet
19248,-122.75,38.54,6.0,6719,1016.0,2699.0,997.0,5.4886,254200.0,<1H OCEAN,1.0,Yes,2.0,Low,2023-04-16 05:00:00,2002.0,37.0,116.0,6.0,17.0,4.0,Red
19249,-122.78,38.52,23.0,2511,549.0,1052.0,527.0,2.4922,192000.0,<1H OCEAN,1.0,Yes,2.0,Low,2023-12-22 15:00:00,2013.0,28.0,23.0,4.0,21.0,3.0,Green
19250,-122.79,38.5,18.0,4839,918.0,2755.0,841.0,3.75,248300.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2025-04-25 04:00:00,2011.0,14.0,217.0,2.0,1.0,3.0,Green
19251,-122.76,38.52,6.0,2073,388.0,826.0,375.0,3.055,224100.0,<1H OCEAN,0.0,No,1.0,Very Low,2023-10-13 16:00:00,2023.0,14.0,2.0,6.0,21.0,1.0,Pink
19252,-122.75,38.5,16.0,4196,638.0,1713.0,615.0,5.449,252100.0,<1H OCEAN,1.0,Yes,2.0,Low,2018-04-01 09:00:00,2010.0,25.0,156.0,6.0,17.0,0.0,Violet
19253,-122.73,38.46,14.0,4042,1298.0,2323.0,1158.0,2.0651,135400.0,<1H OCEAN,0.0,No,2.0,Low,2018-01-06 12:00:00,2003.0,23.0,22.0,5.0,5.0,0.0,Violet
19254,-122.73,38.47,16.0,1834,391.0,994.0,390.0,3.7266,156500.0,<1H OCEAN,0.0,No,5.0,Very High,2022-12-06 09:00:00,2006.0,14.0,62.0,10.0,14.0,2.0,Blue
19255,-122.74,38.47,16.0,1426,287.0,525.0,260.0,3.0714,161700.0,<1H OCEAN,1.0,Yes,3.0,Medium,2017-04-11 14:00:00,2003.0,19.0,109.0,7.0,9.0,1.0,Pink
19256,-122.74,38.46,9.0,2268,594.0,1311.0,585.0,2.6607,91500.0,<1H OCEAN,1.0,Yes,3.0,Medium,2023-11-15 01:00:00,2016.0,40.0,147.0,2.0,0.0,3.0,Green
19257,-122.74,38.48,12.0,4174,670.0,1882.0,647.0,4.551,178300.0,<1H OCEAN,1.0,Yes,5.0,Very High,2023-10-18 23:00:00,2017.0,12.0,162.0,10.0,17.0,1.0,Pink
19258,-122.75,38.48,4.0,6487,1112.0,2958.0,1131.0,4.5417,197400.0,<1H OCEAN,0.0,No,4.0,High,2024-04-13 23:00:00,2008.0,42.0,13.0,1.0,4.0,0.0,Violet
19259,-122.79,38.48,7.0,6837,,3468.0,1405.0,3.1662,191000.0,<1H OCEAN,1.0,Yes,3.0,Medium,2020-06-16 20:00:00,2019.0,18.0,213.0,7.0,8.0,0.0,Violet
19260,-122.81,38.46,28.0,3580,611.0,1634.0,567.0,4.745,248600.0,<1H OCEAN,0.0,No,2.0,Low,2024-07-19 11:00:00,2014.0,36.0,120.0,7.0,23.0,1.0,Pink
19261,-122.75,38.46,13.0,4323,1020.0,2566.0,728.0,3.0147,142800.0,<1H OCEAN,0.0,No,5.0,Very High,2022-07-11 18:00:00,2020.0,38.0,177.0,10.0,22.0,4.0,Red
19262,-122.75,38.46,16.0,2653,606.0,1693.0,586.0,2.6384,146900.0,<1H OCEAN,1.0,Yes,4.0,High,2019-04-21 13:00:00,2003.0,43.0,152.0,2.0,18.0,3.0,Green
19263,-122.76,38.46,14.0,4742,756.0,2149.0,732.0,4.5152,199200.0,<1H OCEAN,0.0,No,5.0,Very High,2025-12-27 15:00:00,2019.0,44.0,208.0,1.0,1.0,3.0,Green
19264,-122.76,38.46,14.0,4794,767.0,2252.0,768.0,4.2061,213100.0,<1H OCEAN,0.0,No,3.0,Medium,2021-08-11 08:00:00,2015.0,34.0,6.0,12.0,4.0,4.0,Red
19265,-122.73,38.46,14.0,2324,754.0,1026.0,677.0,1.722,150000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2022-05-05 12:00:00,2025.0,44.0,94.0,11.0,9.0,2.0,Blue
19266,-122.74,38.45,17.0,3064,588.0,1704.0,590.0,3.9329,170900.0,<1H OCEAN,1.0,Yes,2.0,Low,2020-07-19 05:00:00,2000.0,25.0,133.0,7.0,21.0,3.0,Green
19267,-122.74,38.45,25.0,2696,496.0,1296.0,514.0,4.0798,179200.0,<1H OCEAN,1.0,Yes,3.0,Medium,2025-10-23 05:00:00,2012.0,15.0,116.0,4.0,2.0,0.0,Violet
19268,-122.74,38.44,23.0,2819,612.0,1644.0,546.0,2.6576,147900.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2018-04-03 06:00:00,2004.0,19.0,49.0,8.0,19.0,0.0,Violet
19269,-122.73,38.44,20.0,2919,508.0,1711.0,500.0,3.875,140300.0,<1H OCEAN,0.0,No,3.0,Medium,2020-03-27 08:00:00,2001.0,44.0,176.0,2.0,6.0,0.0,Violet
19270,-122.72,38.44,48.0,707,166.0,458.0,172.0,3.1797,140400.0,<1H OCEAN,0.0,No,5.0,Very High,2019-01-06 10:00:00,2018.0,23.0,112.0,3.0,3.0,2.0,Blue
19271,-122.73,38.44,35.0,1120,297.0,659.0,274.0,2.3824,145000.0,<1H OCEAN,0.0,No,4.0,High,2020-05-30 19:00:00,2009.0,33.0,84.0,8.0,7.0,1.0,Pink
19272,-122.73,38.44,28.0,1073,241.0,652.0,238.0,2.4,146200.0,<1H OCEAN,1.0,Yes,5.0,Very High,2021-05-13 01:00:00,2023.0,41.0,172.0,8.0,23.0,4.0,Red
19273,-122.72,38.44,52.0,188,62.0,301.0,72.0,0.9437,129200.0,<1H OCEAN,0.0,No,3.0,Medium,2020-06-08 00:00:00,2000.0,22.0,145.0,1.0,9.0,4.0,Red
19274,-122.74,38.44,17.0,2287,497.0,1240.0,493.0,3.5845,164300.0,<1H OCEAN,0.0,No,2.0,Low,2025-11-02 02:00:00,2006.0,30.0,191.0,4.0,21.0,2.0,Blue
19275,-122.74,38.43,11.0,4670,1007.0,2430.0,962.0,3.0341,142300.0,<1H OCEAN,0.0,No,4.0,High,2023-11-27 04:00:00,2024.0,44.0,92.0,2.0,17.0,4.0,Red
19276,-122.73,38.43,15.0,3265,690.0,1629.0,629.0,3.7132,167600.0,<1H OCEAN,0.0,No,4.0,High,2022-10-19 13:00:00,2024.0,36.0,202.0,9.0,7.0,2.0,Blue
19277,-122.76,38.45,8.0,5823,1104.0,2864.0,1041.0,3.6292,183600.0,<1H OCEAN,0.0,No,2.0,Low,2019-12-01 22:00:00,2015.0,17.0,155.0,6.0,10.0,1.0,Pink
19278,-122.82,38.44,23.0,1551,236.0,555.0,243.0,4.6792,304700.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2018-03-16 01:00:00,2004.0,28.0,135.0,12.0,8.0,1.0,Pink
19279,-122.76,38.44,11.0,2895,524.0,1633.0,534.0,4.7283,170200.0,<1H OCEAN,1.0,Yes,2.0,Low,2017-07-11 23:00:00,2022.0,32.0,185.0,7.0,15.0,4.0,Red
19280,-122.76,38.44,14.0,4376,797.0,1809.0,746.0,3.8244,180000.0,<1H OCEAN,0.0,No,3.0,Medium,2025-04-01 00:00:00,2002.0,34.0,154.0,10.0,16.0,1.0,Pink
19281,-122.78,38.44,14.0,4143,656.0,1569.0,629.0,3.9766,345300.0,<1H OCEAN,1.0,Yes,2.0,Low,2015-01-12 08:00:00,2016.0,35.0,63.0,11.0,20.0,1.0,Pink
19282,-122.79,38.42,9.0,4967,885.0,2581.0,915.0,5.038,185600.0,<1H OCEAN,1.0,Yes,5.0,Very High,2023-08-09 22:00:00,2014.0,36.0,192.0,8.0,23.0,0.0,Violet
19283,-122.74,38.42,42.0,2050,434.0,1073.0,416.0,2.375,141000.0,<1H OCEAN,,No,4.0,High,2017-06-21 03:00:00,2010.0,41.0,45.0,3.0,15.0,0.0,Violet
19284,-122.73,38.43,29.0,2677,691.0,1880.0,664.0,2.1864,143200.0,<1H OCEAN,0.0,No,3.0,Medium,2021-07-08 22:00:00,2024.0,40.0,15.0,8.0,3.0,1.0,Pink
19285,-122.72,38.43,31.0,2020,476.0,1408.0,437.0,2.5735,131100.0,<1H OCEAN,1.0,Yes,4.0,High,2019-02-14 01:00:00,2014.0,23.0,166.0,8.0,8.0,0.0,Violet
19286,-122.72,38.42,26.0,1168,253.0,937.0,248.0,1.9458,146000.0,<1H OCEAN,0.0,No,1.0,Very Low,2020-06-07 17:00:00,2005.0,26.0,25.0,7.0,5.0,2.0,Blue
19287,-122.72,38.42,26.0,3604,734.0,2605.0,704.0,3.0969,143800.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2019-11-30 18:00:00,2006.0,27.0,148.0,7.0,20.0,3.0,Green
19288,-122.73,38.42,26.0,1446,296.0,884.0,295.0,4.3523,150000.0,<1H OCEAN,0.0,No,2.0,Low,2021-02-17 14:00:00,2017.0,31.0,73.0,12.0,6.0,2.0,Blue
19289,-122.72,38.42,30.0,2099,406.0,1156.0,401.0,2.8036,152300.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2019-11-18 22:00:00,2020.0,27.0,37.0,11.0,16.0,0.0,Violet
19290,-122.73,38.4,30.0,3689,746.0,2250.0,697.0,2.975,157300.0,<1H OCEAN,1.0,Yes,3.0,Medium,2024-07-20 06:00:00,2003.0,34.0,65.0,9.0,7.0,0.0,Violet
19291,-122.73,38.37,40.0,1389,309.0,841.0,288.0,3.1094,183300.0,<1H OCEAN,0.0,No,2.0,Low,2015-12-21 03:00:00,2022.0,34.0,163.0,4.0,7.0,2.0,Blue
19292,-122.75,38.43,36.0,1599,345.0,1086.0,314.0,2.6667,149100.0,<1H OCEAN,1.0,Yes,2.0,Low,2017-04-15 01:00:00,2019.0,13.0,86.0,5.0,6.0,3.0,Green
19293,-122.78,38.41,43.0,1351,277.0,1011.0,297.0,2.5917,144000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2021-12-05 22:00:00,2017.0,32.0,92.0,3.0,9.0,2.0,Blue
19294,-122.77,38.39,35.0,2611,475.0,1293.0,463.0,2.75,197500.0,<1H OCEAN,0.0,No,2.0,Low,2015-07-13 06:00:00,2024.0,28.0,208.0,7.0,20.0,1.0,Pink
19295,-122.75,38.41,17.0,3150,588.0,1857.0,610.0,3.9688,165000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2018-02-22 17:00:00,2006.0,37.0,117.0,4.0,12.0,3.0,Green
19296,-122.82,38.41,32.0,701,182.0,489.0,168.0,2.785,169300.0,<1H OCEAN,1.0,Yes,3.0,Medium,2023-03-09 05:00:00,2020.0,19.0,16.0,9.0,23.0,4.0,Red
19297,-122.84,38.42,29.0,2756,551.0,1381.0,531.0,2.9625,237300.0,<1H OCEAN,0.0,No,4.0,High,2021-08-20 00:00:00,2007.0,37.0,63.0,7.0,3.0,3.0,Green
19298,-122.86,38.42,38.0,1166,223.0,584.0,225.0,3.6667,244400.0,<1H OCEAN,0.0,No,5.0,Very High,2018-04-10 03:00:00,2019.0,41.0,192.0,3.0,3.0,4.0,Red
19299,-122.84,38.41,19.0,2191,391.0,1065.0,404.0,4.125,204600.0,<1H OCEAN,0.0,No,5.0,Very High,2018-02-03 14:00:00,2024.0,13.0,153.0,2.0,7.0,3.0,Green
19300,-122.83,38.4,37.0,2217,451.0,1019.0,428.0,3.1217,178500.0,<1H OCEAN,1.0,Yes,4.0,High,2018-11-18 20:00:00,2017.0,16.0,128.0,5.0,9.0,3.0,Green
19301,-122.84,38.4,15.0,3080,617.0,1446.0,599.0,3.6696,194400.0,<1H OCEAN,0.0,No,1.0,Very Low,2024-04-17 04:00:00,2000.0,30.0,54.0,4.0,23.0,1.0,Pink
19302,-122.78,38.37,21.0,795,163.0,414.0,162.0,3.7991,175000.0,<1H OCEAN,0.0,No,3.0,Medium,2018-03-26 02:00:00,2021.0,16.0,173.0,8.0,20.0,1.0,Pink
19303,-122.82,38.4,40.0,2406,423.0,1054.0,426.0,3.8846,215900.0,<1H OCEAN,0.0,No,2.0,Low,2023-07-10 02:00:00,2019.0,38.0,77.0,3.0,9.0,0.0,Violet
19304,-122.8,38.37,26.0,1634,315.0,909.0,317.0,4.1731,257200.0,<1H OCEAN,0.0,No,2.0,Low,2022-09-18 19:00:00,2002.0,13.0,131.0,7.0,3.0,2.0,Blue
19305,-122.8,38.39,26.0,2273,474.0,1124.0,420.0,2.9453,166700.0,<1H OCEAN,0.0,No,3.0,Medium,2022-05-01 01:00:00,2009.0,23.0,52.0,5.0,0.0,4.0,Red
19306,-122.84,38.39,16.0,1688,292.0,793.0,280.0,4.4357,216900.0,<1H OCEAN,1.0,Yes,2.0,Low,2021-01-16 11:00:00,2006.0,31.0,61.0,9.0,14.0,4.0,Red
19307,-122.83,38.39,19.0,1765,394.0,868.0,388.0,2.462,260300.0,<1H OCEAN,0.0,No,1.0,Very Low,2017-12-25 17:00:00,2024.0,19.0,14.0,3.0,22.0,4.0,Red
19308,-122.82,38.39,22.0,1288,243.0,593.0,220.0,3.625,233700.0,<1H OCEAN,1.0,Yes,5.0,Very High,2022-04-23 06:00:00,2000.0,29.0,109.0,3.0,16.0,1.0,Pink
19309,-122.82,38.39,32.0,1437,257.0,752.0,245.0,4.7422,240900.0,<1H OCEAN,1.0,Yes,2.0,Low,2021-06-01 22:00:00,2000.0,38.0,114.0,10.0,19.0,1.0,Pink
19310,-122.82,38.38,27.0,2565,479.0,1227.0,467.0,4.5132,259900.0,<1H OCEAN,0.0,No,1.0,Very Low,2021-05-17 22:00:00,2005.0,25.0,170.0,4.0,3.0,1.0,Pink
19311,-122.76,38.35,30.0,2260,374.0,958.0,359.0,5.0323,222400.0,<1H OCEAN,1.0,Yes,4.0,High,2018-11-28 03:00:00,2008.0,23.0,35.0,7.0,5.0,4.0,Red
19312,-122.87,38.39,34.0,1138,205.0,541.0,180.0,4.5147,271400.0,<1H OCEAN,1.0,Yes,4.0,High,2015-12-28 09:00:00,2001.0,23.0,83.0,4.0,12.0,1.0,Pink
19313,-122.77,38.33,32.0,2054,324.0,843.0,306.0,4.5875,290700.0,<1H OCEAN,1.0,Yes,2.0,Low,2017-03-18 17:00:00,2004.0,29.0,26.0,6.0,1.0,3.0,Green
19314,-122.82,38.33,25.0,3067,569.0,1602.0,550.0,3.9917,244100.0,<1H OCEAN,1.0,Yes,2.0,Low,2018-08-27 22:00:00,2023.0,15.0,8.0,7.0,16.0,1.0,Pink
19315,-122.88,38.34,20.0,3404,628.0,1641.0,585.0,5.0574,276200.0,<1H OCEAN,1.0,Yes,3.0,Medium,2016-08-14 01:00:00,2022.0,24.0,204.0,9.0,12.0,3.0,Green
19316,-122.81,38.36,18.0,2399,389.0,1131.0,391.0,5.2769,293900.0,<1H OCEAN,0.0,No,5.0,Very High,2016-03-02 05:00:00,2021.0,13.0,8.0,11.0,14.0,4.0,Red
19317,-122.85,38.37,16.0,1762,293.0,810.0,297.0,4.4437,305000.0,<1H OCEAN,1.0,Yes,5.0,Very High,2015-06-04 15:00:00,2010.0,32.0,192.0,7.0,5.0,4.0,Red
19318,-122.89,38.38,16.0,2017,369.0,931.0,336.0,5.7664,267500.0,<1H OCEAN,0.0,No,2.0,Low,2023-02-27 00:00:00,2020.0,42.0,42.0,10.0,3.0,1.0,Pink
19319,-122.86,38.44,31.0,1534,292.0,716.0,288.0,3.4471,209500.0,<1H OCEAN,1.0,Yes,3.0,Medium,2016-03-03 01:00:00,2009.0,29.0,47.0,11.0,12.0,2.0,Blue
19320,-122.89,38.42,28.0,2388,437.0,1015.0,381.0,5.1512,268300.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2016-04-03 09:00:00,2015.0,32.0,90.0,9.0,8.0,0.0,Violet
19321,-122.87,38.43,36.0,1987,387.0,1065.0,347.0,4.0446,172200.0,<1H OCEAN,1.0,Yes,5.0,Very High,2015-04-08 08:00:00,2015.0,16.0,20.0,5.0,5.0,2.0,Blue
19322,-122.91,38.43,19.0,1968,350.0,852.0,308.0,4.6705,269800.0,<1H OCEAN,1.0,Yes,4.0,High,2025-07-15 09:00:00,2018.0,13.0,124.0,5.0,1.0,0.0,Violet
19323,-122.89,38.4,22.0,2900,538.0,1445.0,515.0,4.511,296800.0,<1H OCEAN,0.0,No,3.0,Medium,2020-01-18 11:00:00,2016.0,40.0,42.0,11.0,16.0,2.0,Blue
19324,-123.04,38.49,30.0,3977,930.0,1387.0,582.0,2.6161,132500.0,NEAR OCEAN,0.0,No,3.0,Medium,2023-10-23 18:00:00,2009.0,34.0,75.0,1.0,3.0,1.0,Pink
19325,-123.02,38.46,52.0,2154,499.0,524.0,259.0,2.0556,120000.0,NEAR OCEAN,0.0,No,1.0,Very Low,2016-02-11 23:00:00,2013.0,25.0,55.0,12.0,7.0,2.0,Blue
19326,-122.98,38.44,29.0,4450,939.0,1328.0,590.0,3.1,162100.0,<1H OCEAN,1.0,Yes,5.0,Very High,2018-09-24 23:00:00,2007.0,40.0,56.0,6.0,11.0,2.0,Blue
19327,-123.01,38.48,37.0,1179,282.0,354.0,176.0,1.3712,118300.0,NEAR OCEAN,1.0,Yes,5.0,Very High,2025-07-10 06:00:00,2023.0,21.0,41.0,12.0,4.0,1.0,Pink
19328,-123.02,38.54,35.0,2157,487.0,768.0,322.0,3.2315,136900.0,<1H OCEAN,1.0,Yes,2.0,Low,2024-09-25 06:00:00,2024.0,29.0,215.0,8.0,17.0,0.0,Violet
19329,-123.0,38.51,33.0,1565,390.0,759.0,311.0,2.6726,153100.0,NEAR OCEAN,1.0,Yes,3.0,Medium,2019-03-12 21:00:00,2009.0,43.0,116.0,7.0,22.0,1.0,Pink
19330,-122.97,38.5,44.0,3234,746.0,1112.0,470.0,1.9265,132700.0,<1H OCEAN,0.0,No,3.0,Medium,2021-04-17 12:00:00,2004.0,25.0,141.0,10.0,21.0,4.0,Red
19331,-122.97,38.53,48.0,3939,860.0,1257.0,571.0,2.1165,98700.0,<1H OCEAN,1.0,Yes,2.0,Low,2017-02-14 18:00:00,2007.0,33.0,174.0,11.0,7.0,4.0,Red
19332,-122.94,38.53,49.0,1141,239.0,505.0,184.0,3.7143,148800.0,<1H OCEAN,0.0,No,1.0,Very Low,2016-04-02 21:00:00,2020.0,33.0,64.0,8.0,19.0,0.0,Violet
19333,-122.94,38.5,46.0,2280,492.0,807.0,366.0,2.6316,117000.0,<1H OCEAN,0.0,No,1.0,Very Low,2015-03-12 01:00:00,2017.0,20.0,138.0,9.0,4.0,0.0,Violet
19334,-122.91,38.49,37.0,2469,519.0,1137.0,474.0,3.6343,146500.0,<1H OCEAN,0.0,No,2.0,Low,2018-06-13 08:00:00,2024.0,39.0,93.0,1.0,7.0,1.0,Pink
19335,-122.87,38.48,27.0,3894,776.0,1832.0,715.0,3.5085,187800.0,<1H OCEAN,1.0,Yes,3.0,Medium,2016-01-08 20:00:00,2003.0,37.0,129.0,8.0,13.0,4.0,Red
19336,-122.88,38.46,25.0,1563,314.0,737.0,305.0,2.5687,249200.0,<1H OCEAN,1.0,Yes,3.0,Medium,2019-02-07 06:00:00,2017.0,21.0,8.0,5.0,0.0,2.0,Blue
19337,-122.85,38.46,22.0,3328,550.0,1309.0,512.0,4.7105,266200.0,<1H OCEAN,0.0,No,1.0,Very Low,2022-05-21 06:00:00,2007.0,35.0,35.0,12.0,12.0,4.0,Red
19338,-122.94,38.49,37.0,3169,719.0,777.0,344.0,2.7072,117100.0,<1H OCEAN,0.0,No,5.0,Very High,2023-12-28 01:00:00,2018.0,19.0,147.0,11.0,10.0,4.0,Red
19339,-122.91,38.46,18.0,2021,,912.0,329.0,4.5,251900.0,<1H OCEAN,1.0,Yes,5.0,Very High,2017-05-13 19:00:00,2013.0,24.0,62.0,11.0,15.0,3.0,Green
19340,-122.72,38.58,4.0,7042,1100.0,2936.0,1043.0,5.0555,240800.0,<1H OCEAN,1.0,Yes,4.0,High,2025-08-28 09:00:00,2013.0,36.0,130.0,9.0,23.0,3.0,Green
19341,-122.82,38.55,8.0,6190,1088.0,2967.0,1000.0,3.8616,195100.0,<1H OCEAN,0.0,No,5.0,Very High,2024-10-08 21:00:00,2015.0,41.0,76.0,4.0,3.0,,Pink
19342,-122.85,38.52,13.0,4808,848.0,2568.0,762.0,3.6583,183200.0,<1H OCEAN,1.0,Yes,5.0,Very High,2022-05-15 06:00:00,2025.0,45.0,211.0,10.0,19.0,2.0,Blue
19343,-122.78,38.53,9.0,3659,652.0,1889.0,632.0,4.2716,250800.0,<1H OCEAN,1.0,Yes,3.0,Medium,2021-12-02 14:00:00,2019.0,41.0,85.0,2.0,3.0,2.0,Blue
19344,-122.81,38.54,12.0,2289,611.0,919.0,540.0,1.1553,139300.0,<1H OCEAN,1.0,Yes,5.0,Very High,2018-07-14 19:00:00,2014.0,39.0,3.0,4.0,23.0,2.0,Blue
19345,-122.82,38.53,27.0,1823,360.0,907.0,317.0,3.276,172900.0,<1H OCEAN,0.0,No,2.0,Low,2019-12-21 17:00:00,2010.0,44.0,94.0,1.0,18.0,1.0,Pink
19346,-122.79,38.54,5.0,3986,737.0,1887.0,687.0,3.7768,213800.0,<1H OCEAN,0.0,No,3.0,Medium,2019-07-26 09:00:00,2020.0,28.0,179.0,2.0,10.0,3.0,Green
19347,-122.87,38.61,23.0,2676,521.0,1456.0,500.0,3.7361,173700.0,<1H OCEAN,0.0,No,3.0,Medium,2024-04-29 12:00:00,2006.0,21.0,134.0,4.0,15.0,0.0,Violet
19348,-122.87,38.62,52.0,1514,348.0,767.0,354.0,2.1903,160000.0,<1H OCEAN,0.0,No,3.0,Medium,2015-12-11 01:00:00,2007.0,43.0,66.0,3.0,4.0,3.0,Green
19349,-122.86,38.61,52.0,1753,380.0,982.0,380.0,3.4013,183300.0,<1H OCEAN,1.0,Yes,3.0,Medium,2024-01-06 20:00:00,2024.0,38.0,93.0,5.0,12.0,3.0,Green
19350,-122.86,38.62,35.0,2597,522.0,1231.0,499.0,2.7432,174000.0,<1H OCEAN,0.0,No,5.0,Very High,2019-10-09 16:00:00,2015.0,21.0,107.0,10.0,8.0,1.0,Pink
19351,-122.87,38.62,18.0,2721,557.0,1667.0,539.0,3.1875,176100.0,<1H OCEAN,1.0,Yes,4.0,High,2020-06-16 00:00:00,2016.0,39.0,164.0,2.0,16.0,4.0,Red
19352,-122.82,38.64,29.0,2176,385.0,1117.0,374.0,3.8681,188600.0,<1H OCEAN,1.0,Yes,3.0,Medium,2017-08-22 05:00:00,2014.0,44.0,112.0,11.0,22.0,4.0,Red
19353,-122.83,38.58,17.0,5199,1023.0,2036.0,890.0,3.2452,168800.0,<1H OCEAN,1.0,Yes,5.0,Very High,2016-03-08 14:00:00,2022.0,26.0,67.0,7.0,16.0,1.0,Pink
19354,-122.82,38.61,41.0,2720,501.0,987.0,364.0,4.0294,201700.0,<1H OCEAN,0.0,No,4.0,High,2016-06-03 10:00:00,2020.0,43.0,216.0,10.0,17.0,3.0,Green
19355,-122.85,38.62,16.0,4418,704.0,1908.0,697.0,4.5913,244600.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2016-02-29 07:00:00,2025.0,26.0,126.0,7.0,15.0,0.0,Violet
19356,-123.01,38.67,33.0,914,147.0,394.0,132.0,4.6875,246200.0,<1H OCEAN,1.0,Yes,2.0,Low,2022-07-16 14:00:00,2022.0,31.0,177.0,8.0,23.0,0.0,Violet
19357,-122.94,38.57,33.0,1530,266.0,728.0,250.0,5.1005,266700.0,<1H OCEAN,1.0,Yes,3.0,Medium,2016-08-23 17:00:00,2001.0,15.0,153.0,5.0,10.0,2.0,Blue
19358,-122.94,38.64,26.0,4050,712.0,2072.0,636.0,4.0781,287800.0,<1H OCEAN,1.0,Yes,4.0,High,2016-09-16 14:00:00,2017.0,25.0,184.0,6.0,20.0,4.0,Red
19359,-122.95,38.73,37.0,1548,328.0,863.0,287.0,2.9792,151300.0,<1H OCEAN,0.0,No,3.0,Medium,2019-07-23 15:00:00,2005.0,18.0,55.0,4.0,21.0,2.0,Blue
19360,-122.87,38.68,32.0,4073,718.0,2053.0,629.0,3.7352,228000.0,<1H OCEAN,1.0,Yes,4.0,High,2024-05-30 20:00:00,2022.0,34.0,172.0,4.0,9.0,0.0,Violet
19361,-122.85,38.77,18.0,2856,513.0,1027.0,405.0,4.6953,241700.0,<1H OCEAN,0.0,No,3.0,Medium,2016-09-09 00:00:00,2003.0,15.0,135.0,3.0,0.0,1.0,Pink
19362,-122.7,38.66,43.0,1384,284.0,582.0,224.0,3.9063,210000.0,<1H OCEAN,0.0,No,5.0,Very High,2023-02-13 11:00:00,2010.0,25.0,147.0,9.0,3.0,0.0,Violet
19363,-123.03,38.79,16.0,4047,769.0,1998.0,673.0,3.375,171900.0,<1H OCEAN,0.0,No,5.0,Very High,2025-01-06 20:00:00,2017.0,12.0,159.0,9.0,0.0,3.0,Green
19364,-123.02,38.81,35.0,956,213.0,488.0,215.0,3.025,140600.0,<1H OCEAN,1.0,Yes,5.0,Very High,2025-05-20 03:00:00,2025.0,38.0,43.0,2.0,1.0,3.0,Green
19365,-123.02,38.81,45.0,1717,389.0,916.0,367.0,3.2425,138800.0,<1H OCEAN,0.0,No,1.0,Very Low,2016-06-22 11:00:00,2013.0,17.0,52.0,7.0,6.0,2.0,Blue
19366,-123.01,38.8,21.0,360,96.0,131.0,74.0,3.5156,133300.0,<1H OCEAN,0.0,No,4.0,High,2019-09-01 14:00:00,2021.0,36.0,11.0,12.0,22.0,1.0,Pink
19367,-123.01,38.79,32.0,2697,529.0,1417.0,535.0,3.2546,134100.0,<1H OCEAN,1.0,Yes,4.0,High,2023-04-07 21:00:00,2014.0,35.0,197.0,12.0,5.0,4.0,
19368,-123.1,38.79,20.0,3109,712.0,1643.0,638.0,2.8344,164400.0,<1H OCEAN,0.0,No,1.0,Very Low,2022-05-15 10:00:00,2018.0,44.0,207.0,10.0,14.0,3.0,Green
19369,-123.49,38.7,9.0,5409,1019.0,594.0,327.0,3.3125,295400.0,NEAR OCEAN,1.0,Yes,1.0,Very Low,,2003.0,35.0,126.0,7.0,17.0,3.0,Green
